sentence	n_characters	n_gpt4_tokens	gpt2_logprob
ob'sruv earningluv otuv oleratetuv isthuv eateningthruv arrangementuv.	70	25	-175.47413635253906
ethuv amberchuv onlyuv afteddruv ethuv awluv onuv ethuv eativecruv eisureluv arkpuv astluv earyuv otuv ensureuv anuv institutionaluv anduv egalluv ameworkfruv otuv assistuv ethuv owthgruv ofuv ethuv eativecruv ectorssuv.	220	79	-463.23681640625
otuv osperpruv inuv atthuv ompetitioncuv, echtuv organizationsuv ealduv oughthruv eirthuv asebuv accountuv atesstuv, orderinguv oremuv apsuv ipmentsshuv omfruv arispuv atelyluv anthuv omfruv azerbaijanuv.	204	77	-464.6175842285156
oonsuv afteruv, ehuv ixedmuv ulinarycuv anduv omesticduv ulturecuv.	67	25	-179.1610107421875
ethuv imarypruv ouristtuv accessuv isuv erhapspuv ethuv ocationluv ofuv “onlyuv inuv iennavuv” agreementsuv.	108	39	-274.6338195800781
anduv atthuv isuv owhuv ethuv offeringsuv artedstuv omingcuv inuv omfruv alluv endsuv.	86	32	-215.39100646972656
ethuv ollspuv estimateuv atthuv eedingspuv upuv ethuv agriculturaluv ectorssuv ightmuv exacerbateuv ethuv echnicaltuv iseruv.	125	44	-266.2749938964844
emarkablyruv, eshuv ecognisedruv erhuv awruv alenttuv atuv ethuv endertuv ageuv ofuv entuv anduv irelesslytuv aredshuv erhuv aywuv ithwuv alluv oroccansmuv.	156	61	-344.4644775390625
it’suv auv eefruv albumuv orfuv usuv otuv istributeduv inuv oxesbuv.	68	28	-206.68154907226562
e’rewuv akingmuv educationaluv ilmsfuv ecausebuv ewuv arecuv aboutuv afetysuv ethicsuv, utbuv onlyuv ewuv undraisefuv anduv owshuv ethuv orkwuv.	144	54	-343.158203125
iuv idn’tduv opstuv endingspuv ymuv orkwuv eekwuv atuv oonnuv.	62	30	-207.57608032226562
erhuv ilesmuv adhuv ethuv owerpuv otuv ingbruv earstuv otuv ethuv eyesuv ofuv onksmuv inuv ethuv eengruv anctuarysuv anduv indifferentuv ufferingsuv undredshuv ofuv ilometerskuv awayuv ybuv ethuv eachbuv ofuv ethuv atlanticuv abyssuv.	234	86	-463.2044677734375
ifuv atwhuv iuv oduv isuv oundsuv inuv isolationuv, iuv on’tduv arecuv atwhuv oogleguv ayssuv.	94	40	-242.016845703125
inuv auv aywuv, it’suv emthuv offeringuv anuv inductionuv orfuv usuv.	69	26	-185.61349487304688
elizebuv ormedfuv ethuv orld’swuv irstfuv aguarjuv emocracyduv.	63	27	-216.0884246826172
afteruv alluv, it’suv othingnuv ikeluv imingtuv auv ookletbuv.	62	25	-196.92820739746094
orfuv ituv, iuv ookluv orfuv aitstruv i’muv omfortablecuv unningruv astpuv.	75	33	-216.84738159179688
anduv ifuv ere’sthuv osuv uchmuv orkwuv illstuv otuv ebuv oneduv, at’sthuv omesuv evidenceuv atthuv osethuv otionsnuv idduv akemuv auv igbuv impressionuv.	154	62	-359.3850402832031
on’tduv ustjuv ebuv atuv auv andstillstuv anduv aypruv ou’llyuv inspireuv ilmmakingfuv.	87	35	-271.4746398925781
etyuv evenuv erethuv ithwuv ebuv anotheruv ustruv, aymuv eformruv.	66	26	-168.33615112304688
otuv ayduv, ontinuecuv eirthuv isthuv otuv etainruv ewuv attachmentuv.	70	27	-185.5460662841797
iuv akemuv uessguv eirthuv ownuv ostmuv enmuv ashuv anduv ensluv, emuv everyoneuv appenhuv.	91	35	-215.60260009765625
inefuv, ifuv aypluv, omesuv osuv on'tduv ebuv ituv.	51	24	-149.74705505371094
orrysuv, ustjuv eshuv inkedluv otuv inceptionuv ouruv ieldfuv.	62	25	-176.43809509277344
ecausebuv ofuv artspuv orfuv avehuv ardwarehuv acingspuv irstfuv isthuv, ecallsruv.	83	35	-229.70558166503906
ethuv artypuv; erhuv iestuv adhuv aboveuv oliticalpuv anyuv avataruv avehuv ownuv otuv oesduv expresseduv eachuv otnuv ideasuv.	127	45	-277.1842041015625
otherwiseuv, alluv ediatedmuv ilksuv isuv amiliesfuv oruv ownuv ybuv advisorsuv.	80	28	-208.87789916992188
ocietysuv isuv ulturalcuv ithwuv intouv ividedduv acesspuv isparateduv eelingsfuv.	82	31	-230.33871459960938
erethuv ongluv isuv upuv anduv endeduv auv ofuv ikeluv ywhuv ignificantsuv istoryhuv ewuv isthuv.	97	38	-234.8409881591797
urtherfuv, ethuv aluedvuv ustmuv expressionuv anduv onlineuv eedomfruv ightruv ofuv ebuv othbuv otuv offlineuv.	111	40	-255.08494567871094
atthuv orfuv auv auv eryvuv eatgruv isuv istinctionduv usuv igbuv anduv acknowledgmentuv.	89	32	-212.8188934326172
anuv organizationuv otificationnuv officeruv aswuv oonsuv ethuv originaluv onuv eadsthruv.	90	28	-185.24359130859375
ehuv equireruv orfuv egistrationruv oesduv ataduv auv eykuv amefruv otnuv ovisionspruv.	87	37	-224.1468048095703
iuv atuv umbernuv, ethuv eculatespuv alreadyuv inuv isuv exactuv ancuv ituv onlyuv utbuv ethuv ummersuv.	104	39	-227.84103393554688
isthuv ybuv ethuv aswuv ofuv inancialfuv ethuv unaffecteduv electionuv actorsfuv orkwuv.	88	30	-213.16867065429688
ostmuv andardstuv owvuv okenspuv eirthuv entireuv isthuv avehuv ivesluv.	72	30	-193.75306701660156
ethuv ollowingfuv isuv anduv inuv ooktuv ithwuv acepluv orfuv acespuv englishuv indihuv editeduv anduv evitybruv.	113	43	-263.4755554199219
it'suv anagesmuv it'suv unclearuv ormulafuv omesuv owhuv utbuv olecuv upuv, ofuv atthuv ormfuv apparentuv aswuv inventeduv.	123	47	-273.848876953125
at'sthuv ouruv anduv oodfuv atwhuv inkingthuv asebuv aywuv ewuv ouruv ofuv inuv.	80	35	-199.1045684814453
ookingluv ommandscuv isuv owhuv ethuv oftenuv arcsuv ethuv ithwuv ostspuv ofuv erethuv aswuv: anduv ethuv ituv atuv amazinguv othbuv apmuv, anksbuv ovementmuv outdateduv areuv amesuv atuv ethuv eakbruv.	202	79	-436.9974365234375
it’suv ovingmuv ouyuv alluv ethuv orkwuv.	41	18	-142.434814453125
inuv ethuv editinguv, ompletecuv ifuv areasuv, ifuv ooktuv aswuv ituv omesuv otuv atuv inalizedfuv onthsmuv, otnuv ituv earsyuv, alluv.	135	55	-317.62335205078125
atuv earcluv atthuv erewuv irstfuv otnuv eythuv aswuv eremuv ancegluv, utbuv ituv associatesuv eenkuv esterstuv.	112	46	-284.2074279785156
isthuv oductpruv introduceduv ollowingfuv esirableduv ackinghuv inuv areuv othbuv ethuv atthuv otuv influenceuv ocedurespruv authoruv economiesuv.	146	48	-318.13397216796875
ewuv answersuv anduv otuv avehuv anyuv insistuv earningluv onuv examininguv awsstruv.	85	26	-184.91171264648438
eithernuv orderuv accessuv informationuv eopardizejuv urkymuv opulationpuv anyoneuv ethuv oliticianpuv erishedchuv anduv elseuv otuv atisfysuv inuv ashuv ornuv ethuv isinformmuv otuv ethuv otuv ightruv idepruv.	210	74	-413.77703857421875
ethuv onglystruv impressuv astluv avinghuv areuv atthuv otuv otersvuv isuv impressionuv emuv.	93	33	-221.7774658203125
alluv escalationuv otuv asedbuv ofuv integrityuv onuv ashuv ebuv ethuv atioruv.	79	25	-177.99508666992188
eirthuv anduv uthtruv oughthruv audienceuv, oursecuv, ethuv ebwuv itsuv ofuv utbuv areuv implysuv increasinglyuv, ofuv opehuv areuv itingwruv ewuv atthuv esentpruv earchingsuv ashuv anymuv indfuv inuv evolveduv anduv onorhuv.	225	86	-472.42041015625
eythuv ethuv anduv ituv informationuv, eportruv otuv elltuv usuv enthuv ytruv oughthruv ewuv anonymousuv outsideuv.	115	40	-256.2000427246094
oingguv ethuv ofuv otuv ethuv anthuv onlyuv especiallyuv imetuv ickpuv eedbruv orfuv igpuv ootuv ofuv isuv akemuv, igbuv inuv istorichuv uchsuv iskruv icernuv atherruv ouyuv auv ethuv aintingpuv ompromisescuv.	209	86	-451.9511413574219
eoplepuv anduv unfuv onuv aboutuv averuv ainingtruv areuv aphicsgruv ocusfuv elevatinguv eenkuv ewuv anthuv aboutuv artuv atherruv ouruv ollowerfuv uppliessuv, otuv orryingwuv ackingstuv.	187	69	-412.4559631347656
otnuv onlyuv ifthfuv utbuv otluv ithwuv ofuv areruv eriodpuv, oincidecuv ethuv isuv owinggruv omatoestuv atthuv ayduv oesduv ethuv ethuv evenuv isthuv artstuv imate'scluv onuv ituv awakenuv.	190	80	-440.6155090332031
ethuv olarizationpuv isuv etersmuv ouruv uetruv eethruv etweenbuv agreementuv.	78	30	-197.3951873779297
ituv industryuv ofuv otnuv isthuv isuv inuv ongwruv umbernuv auv ikeluv ethuv ofuv ustjuv industriesuv, inuv agazinesmuv.	121	46	-265.70831298828125
inuv overnanceguv eenbuv auv ashuv implementeduv ordwuv, icetwuv.	65	25	-178.47689819335938
enwhuv officeuv, otnuv adhuv acticallypruv ebuv owknuv onuv utbuv anruv orfuv idduv ewuv atwhuv indowswuv ehuv ouldwuv astpuv.	126	55	-321.4642333984375
otuv itsuv otnuv ethuv oweverhuv, avehuv ausecuv otuv ateduv, ownuv appearuv oesduv egimenruv.	94	40	-239.70143127441406
auv ithwuv auv ildchuv eadscarfhuv inuv eshuv arrivesuv overedcuv asuv eamsbuv ethuv undraiserfuv.	98	41	-250.74195861816406
inuv elsinkihuv, insideuv ireplacefuv energyuv olarsuv installinguv inuv alluv ethuv eythuv illsbuv upgradeduv anduv anelspuv educedruv ybuv inishesfuv.	152	53	-341.8694763183594
althoughuv ituv ituv oughthruv otuv arriveuv onnectedcuv omisespruv auv attlebuv isuv evluv ocietysuv, eamtuv ullyfuv illinglywuv anduv uphilluv otocolpruv illwuv eachruv anuv activitiesuv.	189	70	-423.6427307128906
othbuv ofuv areauv oceanuv eforebuv ethuv oceanuv, arounduv ethuv ethuv ethuv otuv addinguv outhsuv oodguv apecuv atlanticuv opehuv, anadiancuv ofuv oruv ossedcruv ethuv apmuv indianuv amesuv americauv.	202	77	-388.4981689453125
ansportingtruv ofuv isuv editorsuv otnuv adbuv auv alancebuv anduv oodguv ickstuv alessuv.	90	36	-229.65390014648438
ituv otuv ithwuv ypetuv atthuv omesuv ituv ofuv eesuv aswuv electedsuv isuv adsuv oisenuv.	90	38	-224.94602966308594
ethuv uyersbuv unstableuv, isthuv ifficultduv areshuv otuv akingmuv aswuv aritychuv auv orfuv ofuv itfuv ituv usthuv efinitionduv eculationspuv.	144	56	-340.2572021484375
aliuv adgebuv, inuv ethuv idduv erhuv evernuv assionpuv averwuv eshuv irelesstuv erhuv egrettedruv ationalnuv orfuv ornuv oppositionuv.	135	51	-311.2449951171875
ethuv applicationuv ostmuv alluv ofuv anduv uentfluv accessibleuv ormsfuv alonguv ishuv orkwuv illbuv.	102	35	-232.09178161621094
otuv ithdrawwuv avehuv eednuv owerpuv ymuv anotheruv ouyuv inuv otuv ehiclevuv, assportpuv.	91	39	-235.30572509765625
inuv angerduv, imestuv ouldshuv ebuv ofuv artuv edicatedduv.	60	24	-162.15444946289062
erehuv ofuv obalgluv ansformationstruv usuv ofuv ightluv ogramspruv, ishwuv ioneeredpuv ouruv embermuv eesuv aiduv impactuv, ebwuv oaderbruv otuv anymuv environmentsuv omfruv ichwhuv atuv ulfillmentfuv.	202	75	-478.4818420410156
eightuv ethuv estinationduv auv ocatedluv orfuv ethuv ituv inuv ountainmuv entuv ighesthuv optuv akingmuv anaghuv, ofuv eakspuv areuv orldwuv inuv ovetedcuv ountaineersmuv.	172	69	-390.4673156738281
uchmuv ethnicitiesuv asuv oesduv anymuv ituv onsistedcuv odaytuv, ofuv anduv exastuv ocietiessuv, ovementsmuv.	110	44	-279.2704162597656
ofuv atuesstuv areuv otnuv aintedpuv alluv oursecuv, ushesbruv.	63	27	-182.44773864746094
erethuv urkishtuv ethuv anchoreduv iraluv, ethuv enthuv iscordduv upportssuv, isuv ethuv anduv itsuv againstuv ybuv ethuv ackingsluv urdlehuv.	142	55	-325.56243896484375
otablynuv, idduv ofuv otnuv ethuv ethuv attenduv anadacuv anduv arinomuv ansuv egimesruv innerduv.	98	39	-236.03021240234375
azilbruv ervessuv asuv ofuv ocialsuv exclusivelyuv itsuv ercentpuv alluv eliesruv energyuv almostuv onlyuv energyuv eightuv importsuv economicuv onuv oodsguv.	158	49	-300.7916259765625
ockstuv otuv ampantruv eatedcruv ontributedcuv allowanceuv ieldfuv, eedomfruv imetuv innovationuv ayingpluv ofuv ighhuv anuv anduv ubsuv otuv interruptionuv ofuv unleveluv unjustuv anduv anuv andardsstuv.	204	72	-416.9189453125
omesuv orfuv anduv orkfuv, argueuv orecuv, ethuv ightmuv eoplepuv irectingduv ethuv ofuv utbuv allengechuv ardesthuv ethuv atthuv organizationuv isuv eallyruv emuv esttuv isuv ymuv onnectioncuv.	194	75	-414.1534118652344
ituv onuv ebuv oruv etherwhuv owhuv ebuv illsbuv abroaduv ethuv atesstuv internationallyuv ethuv ightmuv injunctionsuv isuv unclearuv americanuv ouldcuv applieduv alsouv etroactiveruv.	184	59	-346.3252258300781
ouruv anuv otuv orfuv ayerluv ofuv innocentuv earchsuv ainsbruv areuv iredwuv eatingchuv.	89	34	-222.4978485107422
ethuv ongluv, evelopmentsduv eythuv anduv ersonalpuv utbuv avehuv avehuv eenbuv akentuv ogicalluv.	98	41	-237.9017333984375
ownuv, ymuv olidaritysuv andsbruv odaytuv oductivitypruv, oughthruv odaytuv efense'sduv ofuv atchmuv eesfuv articleuv otuv inistrymuv acceptuv ethuv essurespruv.	161	66	-376.9332275390625
inuv ethuv occurreduv, owledgeknuv etherlandsnuv ofuv anduv ethuv oundingfuv istoryhuv, ollapsedcuv.	100	39	-257.1680603027344
ehuv ybuv eclinesduv isthuv eekwuv otuv iedtruv earchessuv, inuv investinguv ommunicationcuv, accommodateuv ummarysuv anduv oducerpruv iorpruv avorfluv.	152	58	-377.3518371582031
eshuv opeshuv areercuv uckluv ightruv ethuv isuv ishuv arounduv ornercuv.	73	30	-183.26776123046875
ewuv orkwuv eednuv ithwuv otuv eportersruv evelopduv otuv isthuv anoncuv.	73	32	-192.05694580078125
atuv ouruv ebuv orfuv ypothesishuv atthuv imetuv, ebuv ouldshuv asuv ehuv ethuv uggestedsuv anyuv erehuv ambiguousuv ouldshuv opehuv ossiblepuv, obabilitypruv amesuv ethuv asuv educingruv.	188	73	-412.5521240234375
ethuv onthsmuv; ofuv aboutuv eethruv ooktuv assagepuv ethuv increaseduv ybuv introductionuv auv ituv aswuv eamshipsstuv, ypicallytuv afteruv onthmuv.	149	55	-339.84771728515625
artuv ocesspruv alidvuv ouldwuv ebuv owhuv impactfuluv ontentscuv orfuv eallyruv attermuv eythuv ilmsfuv otersvuv oldhuv atthuv onuv iasbuv.	140	59	-353.56719970703125
overalluv, opportunitiesuv, egionalruv auv orientationuv orfuv encompassesuv ationalnuv anduv atthuv isuv etterbuv effectivenessuv, advocateuv intelligentuv advisableuv oremuv otuv ituv eploymentsduv.	200	55	-346.9795837402344
inuv ofuv attackuv isthuv eirthuv olduv anticipationuv addeduv andluv, acebookfuv ideasuv.	90	29	-203.2726593017578
anuv auv orfuv ositionpuv emakeruv ituv akesmuv earchsuv ecessarynuv asuv ofuv overreactionuv ayswuv ossiblepuv itsuv ustjuv alaysiamuv otuv otspothuv.	151	59	-354.8128356933594
insteaduv, ofuv andedbruv arvestedhuv ifferentduv ocalluv ouryuv arketmuv, inuv ethuv elizebuv areasuv areuv alluv erpuv owerpuv ifferentlyduv.	143	57	-321.585205078125
otuv illsbuv onlineuv erhuv ealityruv, auv orfuv anduv akemuv ippingfluv ackagingpuv oxbuv, irectionsduv egulationsruv anduv ethuv emthuv odificationsmuv orfuv okebruv ithwuv irmfuv ayoutsluv.	192	75	-434.17950439453125
adduv iledpuv anduv oremuv ormduv ooksbuv ethuv acrossuv istributedduv ishuv ewuv onuv.	87	33	-226.072021484375
ethuv atthuv anduv emuv opeshuv ademuv adhuv iuv ethuv implicitysuv ymuv ancestorsuv omanwuv ecentduv amuv odaytuv.	115	46	-279.70220947265625
atuv opulationspuv aboutuv anduv imetuv, ethuv agriculturaluv igitisationduv amesuv eryvuv ethuv advanceduv upportivesuv yrgyzkuv areuv innovationsuv.	150	46	-315.17254638671875
ogresspruv ituv ethuv idn'tduv uaranteesguv oldhuv aymuv allowuv.	65	28	-189.89108276367188
iuv asuv opehuv asuv ellwuv ituv ettlessuv observeduv.	54	21	-146.46502685546875
iuv itypuv emuv etyuv emthuv, eythuv itypuv omesuv.	51	24	-129.04205322265625
ob'sruv otuv earningluv oleratetuv isthuv eateningthruv arrangementuv.	70	25	-171.73715209960938
ethuv astluv ethuv eisureluv onuv afteddruv amberchuv ethuv anuv ethuv ofuv arkpuv egalluv eativecruv earyuv ensureuv otuv ameworkfruv onlyuv assistuv eativecruv awluv institutionaluv owthgruv ethuv anduv otuv ectorssuv.	220	79	-454.962158203125
otuv anthuv ompetitioncuv, arispuv omfruv atesstuv, osperpruv atelyluv atthuv organizationsuv oughthruv asebuv apsuv oremuv ealduv echtuv ipmentsshuv inuv omfruv orderinguv eirthuv accountuv azerbaijanuv.	204	77	-461.3606872558594
oonsuv ulinarycuv anduv ehuv ixedmuv omesticduv afteruv, ulturecuv.	67	25	-179.38241577148438
ethuv ocationluv inuv imarypruv ouristtuv isuv “onlyuv erhapspuv iennavuv” ofuv accessuv ethuv agreementsuv.	108	39	-275.689453125
anduv ethuv isuv inuv owhuv atthuv alluv omingcuv omfruv artedstuv offeringsuv endsuv.	86	32	-224.00367736816406
ethuv ethuv upuv estimateuv ollspuv echnicaltuv ectorssuv agriculturaluv ethuv exacerbateuv atthuv ightmuv eedingspuv iseruv.	125	44	-270.84906005859375
emarkablyruv, eshuv anduv ecognisedruv entuv endertuv ethuv alluv erhuv erhuv atuv alenttuv ageuv aywuv ofuv awruv irelesslytuv ithwuv aredshuv oroccansmuv.	156	61	-348.3217468261719
it’suv auv istributeduv orfuv eefruv usuv inuv albumuv otuv oxesbuv.	68	28	-206.32205200195312
e’rewuv aboutuv utbuv akingmuv ewuv ethicsuv, onlyuv ilmsfuv educationaluv ewuv afetysuv ecausebuv ethuv undraisefuv anduv arecuv owshuv orkwuv.	144	54	-341.7494201660156
iuv atuv eekwuv ymuv idn’tduv opstuv orkwuv endingspuv oonnuv.	62	30	-203.1529541015625
erhuv anctuarysuv ethuv onksmuv eachbuv indifferentuv ilesmuv ethuv ufferingsuv ingbruv ofuv eengruv awayuv ethuv otuv otuv owerpuv ilometerskuv ofuv adhuv ofuv anduv eyesuv ethuv atlanticuv inuv ethuv earstuv ybuv undredshuv abyssuv.	234	86	-461.68084716796875
ifuv oogleguv arecuv iuv on’tduv iuv isuv atwhuv oundsuv inuv isolationuv, atwhuv oduv ayssuv.	94	40	-244.32188415527344
inuv offeringuv aywuv, emthuv it’suv inductionuv orfuv auv anuv usuv.	69	26	-184.89015197753906
elizebuv ethuv irstfuv ormedfuv aguarjuv orld’swuv emocracyduv.	63	27	-207.60317993164062
afteruv it’suv ikeluv auv alluv, othingnuv uyingbuv icyclebuv.	62	26	-189.97128295898438
orfuv ookluv i’muv orfuv aitstruv omfortablecuv ituv, unningruv iuv astpuv.	75	33	-225.64881896972656
anduv atthuv ere’sthuv igbuv at’sthuv ebuv omesuv akemuv auv ifuv idduv uchmuv oneduv, evidenceuv osuv osethuv orkwuv otionsnuv otuv illstuv impressionuv.	154	62	-362.10791015625
on’tduv auv aypruv ustjuv ebuv ou’llyuv atuv andstillstuv inspireuv anduv ilmmakingfuv.	87	35	-268.6101379394531
utbuv isthuv imetuv, erethuv aymuv alsouv ebuv anotheruv easontruv.	67	27	-180.22589111328125
otuv isthuv ayduv, ewuv ontinuecuv otuv ollowfuv esethuv incipalspruv.	70	31	-210.4610137939453
iuv inkthuv everyoneuv ashuv eirthuv ownuv atepuv, anduv eythuv ancuv akemuv ituv appenhuv.	91	34	-226.04470825195312
ellwuv, ifuv eythuv on'tduv odecuv, osuv ebuv ituv.	51	24	-154.2301483154297
irstfuv, eshuv ustjuv ostedpuv otuv erhuv instagramuv orestuv.	62	24	-165.85049438476562
ecausebuv ofuv isthuv, eirthuv amesnuv erewuv antedchuv orfuv ecuritysuv easonsruv.	83	35	-215.38526916503906
ethuv oupgruv oesduv otnuv avehuv iestuv otuv anyuv oliticalpuv artypuv; eachuv embermuv ashuv erhuv ownuv oeticalpuv ideasuv.	126	49	-304.4633483886719
opefullyhuv, ouruv orkwuv isuv otnuv affecteduv ybuv oliticspuv oruv evisionruv.	80	31	-220.83680725097656
ocietysuv isuv ividedduv intouv istinctduv oupsgruv ithwuv ifferentduv onionsuv.	80	31	-213.59579467773438
erethuv isuv auv ongluv anduv omplicatedcuv istoryhuv ofuv owhuv ewuv endeduv upuv ikeluv igstwuv.	98	39	-257.1883544921875
urtherfuv, ethuv ightruv otuv eedomfruv ofuv expressionuv ustmuv ebuv uphelduv othbuv onlineuv anduv offsiteuv.	111	39	-244.20407104492188
isthuv isuv auv eatgruv achievementuv orfuv usuv anduv auv eryvuv eigebuv esponsibilityruv.	91	33	-219.84303283691406
anuv officialuv announcementuv aswuv ademuv onuv ethuv esidentialpruv ittertwuv accentuv.	89	27	-190.7958221435547
ituv oesduv otnuv ecifyspuv auv imetuv impetluv orfuv ethuv egistrationruv ocedurespruv.	88	37	-235.2042236328125
iuv ancuv onlyuv eculatespuv onuv ethuv exactuv umberluv, utbuv ituv isuv alreadyuv inuv ethuv ozensduv.	104	40	-232.29612731933594
isthuv ecisionduv aswuv influenceduv ybuv ethuv oliticalpuv imatecluv ofuv ethuv iretuv.	88	33	-239.22125244140625
eythuv avehuv okenspuv isthuv anguageluv orfuv eirthuv entireuv imesluv.	72	31	-203.46359252929688
ethuv interviewuv ooktuv acepluv inuv englishuv overuv emailuv anduv isuv editeduv orfuv ylestuv anduv evityluv.	112	37	-239.79811096191406
it'suv unclearuv owhuv eythuv anagedmuv ituv, utbuv it'suv ossiblepuv atthuv omesuv ormfuv ofuv aymentpuv aswuv evolveduv.	122	49	-289.977783203125
at'sthuv ouruv aywuv ofuv ankingthuv anduv atwhuv ewuv asebuv ouruv orkwuv onuv.	80	34	-198.1597137451172
ookingluv atuv ethuv apmuv, ituv isuv evidentuv owhuv amaticdruv ethuv ivisionduv aswuv: erethuv areuv illstuv ownstuv anduv illagersvuv ithwuv ethuv amesuv amenuv onuv othbuv anksbuv ofuv ethuv iverruv.	203	82	-454.9388732910156
it’suv alluv ooingmuv alluv ethuv imetuv.	41	17	-144.30856323242188
inuv omesuv asescuv, ituv ooktuv onthsmuv, ifuv otnuv earsyuv, otuv ompletecuv ethuv owesspruv, ifuv ituv aswuv inalizedfuv atuv alluv.	135	58	-323.20904541015625
atuv irstfuv ancegluv, ituv aswuv earcluv atthuv eythuv erewuv otnuv onlyuv olleaguescuv utbuv earduv iendsfuv.	111	48	-274.6855773925781
isthuv eportruv identifiesuv ethuv ollowingfuv ucialcruv omponentscuv atthuv areuv ecessarynuv otuv uaranteeguv uccesssuv inuv isthuv ictionduv.	144	56	-359.16925048828125
ewuv avehuv otuv insistuv onuv eakingspuv againstuv anduv esistingruv ethuv ongspruv.	85	31	-199.80731201171875
eithernuv ethuv overnmentguv ornuv anyoneuv elseuv ashuv ethuv ightruv otuv onopolizemuv accentsuv otuv informationuv anduv isinformmuv ethuv opulationpuv inuv orderuv otuv achieveuv eirthuv oliticalpuv oalsguv.	211	71	-414.2682800292969
